run_id,case_id,llm_provider,llm_model,rollout_level,status,started_at,finished_at,proposed_action,executed_action,verification_status,recovered_amount,errors
RUN-EEED8C2071A9,CASE-0041,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:11Z,2026-09-05T07:13:11Z,DRAFT_DISPUTE,CREATE_DISPUTE,FAILED,0.0,
RUN-2E191ECB88B9,CASE-0075,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:12Z,2026-09-05T07:13:12Z,DRAFT_DISPUTE,CREATE_DISPUTE,IN_PROGRESS,0.0,
RUN-5281297AFBEA,CASE-0087,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:12Z,2026-09-05T07:13:12Z,DRAFT_DISPUTE,CREATE_DISPUTE,FINANCIAL_EFFECT_DETECTED,175.16,
RUN-931405FA97DB,CASE-0106,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:13Z,2026-09-05T07:13:13Z,DRAFT_DISPUTE,CREATE_DISPUTE,IN_PROGRESS,0.0,
RUN-92EC546E46E6,CASE-0099,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:13Z,2026-09-05T07:13:13Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,257.29,
RUN-1F535A15D8EA,CASE-9001,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:14Z,2026-09-05T07:13:14Z,DRAFT_DISPUTE,CREATE_DISPUTE,FAILED,0.0,
RUN-A7BFA320EA07,CASE-0104,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:14Z,2026-09-05T07:13:15Z,DRAFT_DISPUTE,CREATE_DISPUTE,FAILED,0.0,
RUN-D1C897C4B088,CASE-0095,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:15Z,2026-09-05T07:13:15Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,181.72,
RUN-E3304A7FFD6C,CASE-0058,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:16Z,2026-09-05T07:13:16Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,175.78,
RUN-D4B711BFEF32,CASE-0136,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:16Z,2026-09-05T07:13:16Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-188D4364214B,CASE-0063,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:17Z,2026-09-05T07:13:17Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-CFD38F2254CB,CASE-0021,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:17Z,2026-09-05T07:13:17Z,DRAFT_DISPUTE,CREATE_DISPUTE,FINANCIAL_EFFECT_DETECTED,81.83,
RUN-5B0F7FAFDAD7,CASE-0024,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:17Z,2026-09-05T07:13:18Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,131.65,
RUN-43B8912CF7D4,CASE-0044,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:18Z,2026-09-05T07:13:18Z,DRAFT_DISPUTE,CREATE_DISPUTE,IN_PROGRESS,0.0,
RUN-C601B7EA6574,CASE-0039,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:19Z,2026-09-05T07:13:19Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,119.5,
RUN-6BCDFB6A9B4C,CASE-0020,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:19Z,2026-09-05T07:13:19Z,DRAFT_DISPUTE,CREATE_DISPUTE,FINANCIAL_EFFECT_DETECTED,68.61,
RUN-B9D31E1AD0C9,CASE-0048,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:20Z,2026-09-05T07:13:20Z,DRAFT_DISPUTE,CREATE_DISPUTE,IN_PROGRESS,0.0,
RUN-48111B627D21,CASE-0112,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:20Z,2026-09-05T07:13:21Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,105.67,
RUN-43DD40ED1396,CASE-0027,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:21Z,2026-09-05T07:13:21Z,DRAFT_DISPUTE,CREATE_DISPUTE,IN_PROGRESS,0.0,
RUN-191F159145B0,CASE-0114,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:22Z,2026-09-05T07:13:22Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-912904FCD8ED,CASE-0141,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:22Z,2026-09-05T07:13:22Z,DRAFT_DISPUTE,CREATE_DISPUTE,FINANCIAL_EFFECT_DETECTED,53.36,
RUN-3B1E9823B5B1,CASE-0139,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:23Z,2026-09-05T07:13:23Z,DRAFT_DISPUTE,CREATE_DISPUTE,FAILED,0.0,
RUN-F32EFBD32BD5,CASE-0149,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:23Z,2026-09-05T07:13:24Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,71.33,
RUN-8C00CA5E38CB,CASE-0123,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:24Z,2026-09-05T07:13:24Z,DRAFT_DISPUTE,CREATE_DISPUTE,FINANCIAL_EFFECT_DETECTED,40.46,
RUN-3EEB161530A2,CASE-0132,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:25Z,2026-09-05T07:13:25Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,66.74,
RUN-C91F8D903A07,CASE-0129,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:25Z,2026-09-05T07:13:25Z,DRAFT_DISPUTE,CREATE_DISPUTE,FINANCIAL_EFFECT_DETECTED,39.89,
RUN-38084DFB077B,CASE-0128,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:26Z,2026-09-05T07:13:26Z,DRAFT_DISPUTE,CREATE_DISPUTE,FINANCIAL_EFFECT_DETECTED,39.35,
RUN-F66DE0130783,CASE-0119,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:27Z,2026-09-05T07:13:27Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,63.71,
RUN-7800D8EF35B3,CASE-0017,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:27Z,2026-09-05T07:13:27Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,58.05,
RUN-EB1D1A88AF87,CASE-0089,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:28Z,2026-09-05T07:13:28Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-145FEF0E9446,CASE-0073,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:28Z,2026-09-05T07:13:28Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,46.0,
RUN-880F190D1D60,CASE-0090,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:29Z,2026-09-05T07:13:29Z,DRAFT_DISPUTE,CREATE_DISPUTE,FINANCIAL_EFFECT_DETECTED,25.68,
RUN-3CBD6C3FC622,CASE-0116,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:30Z,2026-09-05T07:13:30Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-2122A6708D4C,CASE-0056,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:30Z,2026-09-05T07:13:30Z,DRAFT_DISPUTE,CREATE_DISPUTE,FINANCIAL_EFFECT_DETECTED,24.87,
RUN-54B071C9A678,CASE-0146,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:31Z,2026-09-05T07:13:31Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-882BD450DDE8,CASE-0097,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:31Z,2026-09-05T07:13:31Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-2CD0060FA583,CASE-0127,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:32Z,2026-09-05T07:13:32Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,38.64,
RUN-316D9C0275CA,CASE-0080,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:32Z,2026-09-05T07:13:33Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-0849B086891A,CASE-0019,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:33Z,2026-09-05T07:13:33Z,DRAFT_DISPUTE,CREATE_DISPUTE,FINANCIAL_EFFECT_DETECTED,22.08,
RUN-70A6B27D2B29,CASE-0060,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:34Z,2026-09-05T07:13:34Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,35.42,
RUN-FC178F05194A,CASE-0037,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:34Z,2026-09-05T07:13:35Z,DRAFT_DISPUTE,CREATE_DISPUTE,IN_PROGRESS,0.0,
RUN-1111E7B2B2DE,CASE-0102,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:35Z,2026-09-05T07:13:35Z,DRAFT_DISPUTE,CREATE_DISPUTE,IN_PROGRESS,0.0,
RUN-4D446ED96D21,CASE-0137,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:36Z,2026-09-05T07:13:36Z,DRAFT_DISPUTE,CREATE_DISPUTE,IN_PROGRESS,0.0,
RUN-68825316510D,CASE-0120,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:37Z,2026-09-05T07:13:37Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-9F87A61292A4,CASE-0031,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:37Z,2026-09-05T07:13:37Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-A167BF46F8AE,CASE-0038,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:38Z,2026-09-05T07:13:38Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-48939A5055C1,CASE-0069,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:38Z,2026-09-05T07:13:38Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,22.2,
RUN-698CD2EAA257,CASE-0053,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:39Z,2026-09-05T07:13:39Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-2722A4CDD0F3,CASE-0131,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:39Z,2026-09-05T07:13:39Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-C6259CA77BD5,CASE-0103,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:40Z,2026-09-05T07:13:40Z,DRAFT_DISPUTE,CREATE_DISPUTE,IN_PROGRESS,0.0,
RUN-79359C491F1B,CASE-0084,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:41Z,2026-09-05T07:13:41Z,DRAFT_DISPUTE,CREATE_DISPUTE,IN_PROGRESS,0.0,
RUN-874022FB6994,CASE-0077,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:41Z,2026-09-05T07:13:42Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-9E78C193C892,CASE-0082,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:42Z,2026-09-05T07:13:42Z,DRAFT_DISPUTE,CREATE_DISPUTE,FINANCIAL_EFFECT_DETECTED,11.61,
RUN-93F4931C326E,CASE-0078,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:43Z,2026-09-05T07:13:43Z,DRAFT_DISPUTE,CREATE_DISPUTE,IN_PROGRESS,0.0,
RUN-9214E5FE345D,CASE-0015,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:44Z,2026-09-05T07:13:44Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,17.8,
RUN-F4BC6724CF4A,CASE-0076,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:44Z,2026-09-05T07:13:45Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,16.81,
RUN-38F91F5641AC,CASE-0096,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:45Z,2026-09-05T07:13:45Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-8680217B4509,CASE-0124,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:46Z,2026-09-05T07:13:46Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,14.34,
RUN-090ABE5E9FF3,CASE-0067,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:46Z,2026-09-05T07:13:47Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-420B7F95E16B,CASE-0105,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:47Z,2026-09-05T07:13:47Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,13.94,
RUN-5562B10947EA,CASE-0016,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:48Z,2026-09-05T07:13:48Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-7449D9CF1086,CASE-0001,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:48Z,2026-09-05T07:13:49Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-DDF61E84CD38,CASE-0066,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:49Z,2026-09-05T07:13:49Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,13.19,
RUN-6DF1CB41E44B,CASE-0079,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:50Z,2026-09-05T07:13:50Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-D5759695E694,CASE-0033,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:50Z,2026-09-05T07:13:51Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-BD5384665287,CASE-0144,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:51Z,2026-09-05T07:13:51Z,DRAFT_DISPUTE,CREATE_DISPUTE,FINANCIAL_EFFECT_DETECTED,6.77,
RUN-1AE5DDBCC0DB,CASE-0034,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:52Z,2026-09-05T07:13:52Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,10.56,
RUN-C8FCFE3DE43E,CASE-0011,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:53Z,2026-09-05T07:13:53Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,9.94,
RUN-6A50CFAF9AF6,CASE-0110,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:53Z,2026-09-05T07:13:54Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,8.86,
RUN-D32E6E559A53,CASE-0005,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:54Z,2026-09-05T07:13:54Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,8.83,
RUN-94510CF30FFD,CASE-0068,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:56Z,2026-09-05T07:13:57Z,DRAFT_DISPUTE,CREATE_DISPUTE,FINANCIAL_EFFECT_DETECTED,5.05,
RUN-CB6F58B74D77,CASE-0115,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:58Z,2026-09-05T07:13:58Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-9AE4250867A5,CASE-0111,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:58Z,2026-09-05T07:13:59Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-72A870973223,CASE-0113,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:13:59Z,2026-09-05T07:13:59Z,DRAFT_DISPUTE,CREATE_DISPUTE,FINANCIAL_EFFECT_DETECTED,4.85,
RUN-19473BCDADDD,CASE-0043,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:00Z,2026-09-05T07:14:00Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-206E6E045756,CASE-0022,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:01Z,2026-09-05T07:14:01Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-5A3A9AA19A75,CASE-0054,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:01Z,2026-09-05T07:14:01Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-5AE66600BE1D,CASE-0051,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:02Z,2026-09-05T07:14:02Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-BC16A86D0A8F,CASE-0142,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:03Z,2026-09-05T07:14:03Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,6.49,
RUN-7C4B0C18E8C0,CASE-0036,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:03Z,2026-09-05T07:14:04Z,DRAFT_DISPUTE,CREATE_DISPUTE,IN_PROGRESS,0.0,
RUN-8A2FAE54BC24,CASE-0065,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:04Z,2026-09-05T07:14:04Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-F90DEBB54CD4,CASE-0064,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:05Z,2026-09-05T07:14:05Z,DRAFT_DISPUTE,CREATE_DISPUTE,IN_PROGRESS,0.0,
RUN-7FEAF60D16FD,CASE-0085,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:06Z,2026-09-05T07:14:06Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-752510F8E969,CASE-0134,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:06Z,2026-09-05T07:14:06Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-9511471D8DB7,CASE-0074,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:07Z,2026-09-05T07:14:07Z,DRAFT_DISPUTE,DRAFT_DISPUTE,,0.0,
RUN-1C9E3BD98397,CASE-0035,simulated,gpt-4o-mini,5,COMPLETED,2026-09-05T07:14:08Z,2026-09-05T07:14:08Z,DRAFT_DISPUTE,CREATE_DISPUTE,RECOVERY_VERIFIED,5.45,
