raw_record_id,batch_id,source_system,entity,source_record_id,event_timestamp,payload,payload_sha256,schema_version,retrieved_at
RSR-F669A57376A0,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0011,2025-01-10,"{""bank_txn_id"": ""BNK-0011"", ""utr"": ""UTR00000011"", ""amount"": ""295.0"", ""value_date"": ""2025-01-10"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",f669a57376a02f03d72e3da426bfdc0dadce0ffa064220e7594058baaeb892e2,v1,2026-09-05T06:28:23Z
RSR-B279AF413D43,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0013,2025-01-13,"{""bank_txn_id"": ""BNK-0013"", ""utr"": ""UTR00000013"", ""amount"": ""708.94"", ""value_date"": ""2025-01-13"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",b279af413d436d4cacbc18d1d19532ed82bfd8ba5aa46ca9327411c0502e0a48,v1,2026-09-05T06:28:23Z
RSR-9B63186D2D17,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0014,2025-01-11,"{""bank_txn_id"": ""BNK-0014"", ""utr"": ""UTR00000014"", ""amount"": ""983.73"", ""value_date"": ""2025-01-11"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",9b63186d2d17929dfaa0fecbbc5782080318ec56dbfeeef7730ffa2c82603e01,v1,2026-09-05T06:28:23Z
RSR-EEBD0DB6C5B7,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0015,2025-01-09,"{""bank_txn_id"": ""BNK-0015"", ""utr"": ""UTR00000015"", ""amount"": ""507.93"", ""value_date"": ""2025-01-09"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",eebd0db6c5b75d57007826b930330196f97ff2cca9efd1db61937f4811b49402,v1,2026-09-05T06:28:23Z
RSR-D8816477D55E,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0016,2025-01-10,"{""bank_txn_id"": ""BNK-0016"", ""utr"": ""UTR00000016"", ""amount"": ""595.52"", ""value_date"": ""2025-01-10"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",d8816477d55e4a034169bdcd48a3ffa55c84358899e1e6e362b54a0bc4b81942,v1,2026-09-05T06:28:23Z
RSR-DACA97F988D8,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0017,2025-01-10,"{""bank_txn_id"": ""BNK-0017"", ""utr"": ""UTR00000017"", ""amount"": ""206.34"", ""value_date"": ""2025-01-10"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",daca97f988d86b9f98240a96c31fc79422acd80d344917dc572624b2142f52ab,v1,2026-09-05T06:28:23Z
RSR-23103106678E,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0018,2025-01-10,"{""bank_txn_id"": ""BNK-0018"", ""utr"": ""UTR00000018"", ""amount"": ""376.6"", ""value_date"": ""2025-01-10"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",23103106678e873bd0322f4d7e043542fdafcac07e4379056d5bb6edf0912d57,v1,2026-09-05T06:28:23Z
RSR-27AE7AFCEB73,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0019,2025-01-11,"{""bank_txn_id"": ""BNK-0019"", ""utr"": ""UTR00000019"", ""amount"": ""1877.4"", ""value_date"": ""2025-01-11"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",27ae7afceb73a49ef32bfd204feac4a165189f44c599028f5a0ec3b09264924b,v1,2026-09-05T06:28:23Z
RSR-1FC5D2EE0F9D,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0020,2025-01-11,"{""bank_txn_id"": ""BNK-0020"", ""utr"": ""UTR00000020"", ""amount"": ""890.78"", ""value_date"": ""2025-01-11"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",1fc5d2ee0f9d980b58885ea16847d8874afc644c07c819bedb7dccf38fa492cb,v1,2026-09-05T06:28:23Z
RSR-F7F9B9C08029,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0021,2025-01-10,"{""bank_txn_id"": ""BNK-0021"", ""utr"": ""UTR00000021"", ""amount"": ""377.36"", ""value_date"": ""2025-01-10"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",f7f9b9c08029affb3df07d5ee546215113487f17abd5f687fe97185d34f1b80d,v1,2026-09-05T06:28:23Z
RSR-B287DB8EE8E7,BAT-ACCOUNTING_CSV-20260905T06282,ACCOUNTING,invoices,INV-0001,2026-09-05T06:28:24Z,"{""invoice_id"": ""INV-0001"", ""order_id"": ""ORD-1"", ""invoice_number"": ""INV/2025/1001"", ""taxable_value"": ""1042.75"", ""gst_amount"": ""187.7"", ""total_amount"": ""1230.45"", ""status"": ""PAID"", ""source"": """"}",b287db8ee8e7cfa136c8ab9488cc8e413f8e9cb227d919c833bd665811312736,v1,2026-09-05T06:28:24Z
RSR-90697A58AB7C,BAT-ACCOUNTING_CSV-20260905T06282,ACCOUNTING,invoices,INV-0002,2026-09-05T06:28:24Z,"{""invoice_id"": ""INV-0002"", ""order_id"": ""ORD-2"", ""invoice_number"": ""INV/2025/1002"", ""taxable_value"": ""884.38"", ""gst_amount"": ""159.19"", ""total_amount"": ""1043.57"", ""status"": ""PAID"", ""source"": """"}",90697a58ab7cf25e12faaa22441337f65674f06d378c8deec0d6381c2c1943d2,v1,2026-09-05T06:28:24Z
RSR-319E7BB1FDF1,BAT-ACCOUNTING_CSV-20260905T06282,ACCOUNTING,invoices,INV-0003,2026-09-05T06:28:24Z,"{""invoice_id"": ""INV-0003"", ""order_id"": ""ORD-3"", ""invoice_number"": ""INV/2025/1003"", ""taxable_value"": ""2313.91"", ""gst_amount"": ""416.5"", ""total_amount"": ""2730.41"", ""status"": ""PAID"", ""source"": """"}",319e7bb1fdf19897934be67c29a16cce519af8d08f0f770604f302595adcb0d8,v1,2026-09-05T06:28:24Z
RSR-1C333A493DB4,BAT-ACCOUNTING_CSV-20260905T06282,ACCOUNTING,invoices,INV-0004,2026-09-05T06:28:24Z,"{""invoice_id"": ""INV-0004"", ""order_id"": ""ORD-4"", ""invoice_number"": ""INV/2025/1004"", ""taxable_value"": ""520.5"", ""gst_amount"": ""93.69"", ""total_amount"": ""614.19"", ""status"": ""PAID"", ""source"": """"}",1c333a493db4bc023989c9aeaa31d408ccbdc789b0605224fa8a3b17a4ab84a5,v1,2026-09-05T06:28:24Z
RSR-06CE365EBE56,BAT-ACCOUNTING_CSV-20260905T06282,ACCOUNTING,invoices,INV-0005,2026-09-05T06:28:24Z,"{""invoice_id"": ""INV-0005"", ""order_id"": ""ORD-5"", ""invoice_number"": ""INV/2025/1005"", ""taxable_value"": ""253.39"", ""gst_amount"": ""45.61"", ""total_amount"": ""299.0"", ""status"": ""PAID"", ""source"": """"}",06ce365ebe565f9032c625dbe45a9885a87b94e6598695ab21ee5120027684fe,v1,2026-09-05T06:28:24Z
RSR-45FA8A745AC4,BAT-ACCOUNTING_CSV-20260905T06282,ACCOUNTING,invoices,INV-0006,2026-09-05T06:28:24Z,"{""invoice_id"": ""INV-0006"", ""order_id"": ""ORD-6"", ""invoice_number"": ""INV/2025/1006"", ""taxable_value"": ""967.36"", ""gst_amount"": ""174.13"", ""total_amount"": ""1141.49"", ""status"": ""PAID"", ""source"": """"}",45fa8a745ac49ba3f8dda53694f87fa3288845428c6e289bfb6a3e21355beffd,v1,2026-09-05T06:28:24Z
RSR-6CE010D962C5,BAT-ACCOUNTING_CSV-20260905T06282,ACCOUNTING,invoices,INV-0007,2026-09-05T06:28:24Z,"{""invoice_id"": ""INV-0007"", ""order_id"": ""ORD-7"", ""invoice_number"": ""INV/2025/1007"", ""taxable_value"": ""4190.65"", ""gst_amount"": ""754.32"", ""total_amount"": ""4944.97"", ""status"": ""PAID"", ""source"": """"}",6ce010d962c538c47a2a95c79cb7f1f74b0d189eb3b23a43a246c2c6d02d6123,v1,2026-09-05T06:28:24Z
RSR-9C52037B8A33,BAT-ACCOUNTING_CSV-20260905T06282,ACCOUNTING,invoices,INV-0008,2026-09-05T06:28:24Z,"{""invoice_id"": ""INV-0008"", ""order_id"": ""ORD-8"", ""invoice_number"": ""INV/2025/1008"", ""taxable_value"": ""363.52"", ""gst_amount"": ""65.43"", ""total_amount"": ""428.95"", ""status"": ""PAID"", ""source"": """"}",9c52037b8a33744fb467e273583403d90c6c7a2e6104565ca68e5332dacd04cf,v1,2026-09-05T06:28:24Z
RSR-4541BE4E875F,BAT-ACCOUNTING_CSV-20260905T06282,ACCOUNTING,invoices,INV-0009,2026-09-05T06:28:24Z,"{""invoice_id"": ""INV-0009"", ""order_id"": ""ORD-9"", ""invoice_number"": ""INV/2025/1009"", ""taxable_value"": ""549.59"", ""gst_amount"": ""98.93"", ""total_amount"": ""648.52"", ""status"": ""PAID"", ""source"": """"}",4541be4e875f9f0c5d4b5a4976d76cd07007653b2bdf98f42c786df154a9d158,v1,2026-09-05T06:28:24Z
RSR-DDB48D5132DA,BAT-ACCOUNTING_CSV-20260905T06282,ACCOUNTING,invoices,INV-0010,2026-09-05T06:28:24Z,"{""invoice_id"": ""INV-0010"", ""order_id"": ""ORD-10"", ""invoice_number"": ""INV/2025/1010"", ""taxable_value"": ""571.86"", ""gst_amount"": ""102.93"", ""total_amount"": ""674.79"", ""status"": ""PAID"", ""source"": """"}",ddb48d5132da30a434e08794440e47dc48d9576ced8ea65843e7aec1d1f149d2,v1,2026-09-05T06:28:24Z
RSR-CDBAB41BB0D5,BAT-ACCOUNTING_CSV-20260905T06282,ACCOUNTING,invoices,INV-0011,2026-09-05T06:28:24Z,"{""invoice_id"": ""INV-0011"", ""order_id"": ""ORD-11"", ""invoice_number"": ""INV/2025/1011"", ""taxable_value"": ""256.04"", ""gst_amount"": ""46.09"", ""total_amount"": ""302.13"", ""status"": ""PAID"", ""source"": """"}",cdbab41bb0d538dc40ac548bf8507ad899f069623193088679944d4db79c45f9,v1,2026-09-05T06:28:24Z
RSR-70CF51CF5E92,BAT-ACCOUNTING_CSV-20260905T06282,ACCOUNTING,invoices,INV-0012,2026-09-05T06:28:24Z,"{""invoice_id"": ""INV-0012"", ""order_id"": ""ORD-12"", ""invoice_number"": ""INV/2025/1012"", ""taxable_value"": ""1688.52"", ""gst_amount"": ""303.93"", ""total_amount"": ""1992.45"", ""status"": ""PAID"", ""source"": """"}",70cf51cf5e9273b35367e57fd0c7f1ff75d5d83eefd7d5c0ff1842fab1e65d7e,v1,2026-09-05T06:28:24Z
RSR-59B8BF41852F,BAT-ACCOUNTING_CSV-20260905T06282,ACCOUNTING,invoices,INV-0013,2026-09-05T06:28:24Z,"{""invoice_id"": ""INV-0013"", ""order_id"": ""ORD-13"", ""invoice_number"": ""INV/2025/1013"", ""taxable_value"": ""603.64"", ""gst_amount"": ""108.66"", ""total_amount"": ""712.3"", ""status"": ""PAID"", ""source"": """"}",59b8bf41852ffe791919201f1fbdb4f2c040db2459947d9ee7fd23a9197bd916,v1,2026-09-05T06:28:24Z
RSR-75EC0097AB4D,BAT-ACCOUNTING_CSV-20260905T06282,ACCOUNTING,invoices,INV-0014,2026-09-05T06:28:24Z,"{""invoice_id"": ""INV-0014"", ""order_id"": ""ORD-14"", ""invoice_number"": ""INV/2025/1014"", ""taxable_value"": ""1280.75"", ""gst_amount"": ""230.54"", ""total_amount"": ""1511.29"", ""status"": ""PAID"", ""source"": """"}",75ec0097ab4dd1ca74ad8df97a95347c2f3b5a3d3796f7d0ebd856285585956b,v1,2026-09-05T06:28:24Z
RSR-EFB1DA61DB50,BAT-ACCOUNTING_CSV-20260905T06282,ACCOUNTING,invoices,INV-0015,2026-09-05T06:28:24Z,"{""invoice_id"": ""INV-0015"", ""order_id"": ""ORD-15"", ""invoice_number"": ""INV/2025/1015"", ""taxable_value"": ""442.45"", ""gst_amount"": ""79.64"", ""total_amount"": ""522.09"", ""status"": ""PAID"", ""source"": """"}",efb1da61db501dbf11719ca2b0815969367fde12a092fa5bd5322963befb2b5b,v1,2026-09-05T06:28:24Z
RSR-2A2F7D8868CA,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0031,2025-01-15,"{""bank_txn_id"": ""BNK-0031"", ""utr"": ""UTR00000031"", ""amount"": ""749.35"", ""value_date"": ""2025-01-15"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",2a2f7d8868cac7eb46109697ac5cfda8642cdf9bf2a0354dd7dd55bca44662e3,v1,2026-09-05T06:28:24Z
RSR-471E6C4CD269,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0034,2025-01-15,"{""bank_txn_id"": ""BNK-0034"", ""utr"": ""UTR00000034"", ""amount"": ""1247.75"", ""value_date"": ""2025-01-15"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",471e6c4cd269104477eccb4eb8a9e25ace6ed882f87811d68117505a5bf88193,v1,2026-09-05T06:28:24Z
RSR-73B3A26FD432,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0037,2025-01-15,"{""bank_txn_id"": ""BNK-0037"", ""utr"": ""UTR00000037"", ""amount"": ""1389.9"", ""value_date"": ""2025-01-15"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",73b3a26fd432cae113fe2ba8252f6fc7d2850007e38f11fcf883e7030cdc64ac,v1,2026-09-05T06:28:24Z
RSR-224083E3889F,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0045,2025-01-15,"{""bank_txn_id"": ""BNK-0045"", ""utr"": ""UTR00000045"", ""amount"": ""972.37"", ""value_date"": ""2025-01-15"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",224083e3889f943ac1452df36f4aa7adb92db56c5712c64837c863f878c6f7d1,v1,2026-09-05T06:28:24Z
RSR-68C39C9B8252,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0053,2025-01-16,"{""bank_txn_id"": ""BNK-0053"", ""utr"": ""UTR00000053"", ""amount"": ""1328.05"", ""value_date"": ""2025-01-16"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",68c39c9b825274c41cd27a7cf5a591cf6225f835718495dabad005bb19523643,v1,2026-09-05T06:28:24Z
RSR-9E0CD67B03BB,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0054,2025-01-14,"{""bank_txn_id"": ""BNK-0054"", ""utr"": ""UTR00000054"", ""amount"": ""661.24"", ""value_date"": ""2025-01-14"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",9e0cd67b03bb214988f4a44cba674760a9511e666dc300505d6343949555b77c,v1,2026-09-05T06:28:24Z
RSR-FC322ED8227E,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0055,2025-01-17,"{""bank_txn_id"": ""BNK-0055"", ""utr"": ""UTR00000055"", ""amount"": ""592.18"", ""value_date"": ""2025-01-17"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",fc322ed8227ede9471349b237c39c7f8580e53fc32854b35a55bc91b27d366b6,v1,2026-09-05T06:28:24Z
RSR-AFADE7CBFF0A,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0056,2025-01-14,"{""bank_txn_id"": ""BNK-0056"", ""utr"": ""UTR00000056"", ""amount"": ""1136.36"", ""value_date"": ""2025-01-14"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",afade7cbff0a9528acae87246d8bb0766a320fef185ef3d95a6c32eaf5c76389,v1,2026-09-05T06:28:24Z
RSR-3B957FBC13D5,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0058,2025-01-14,"{""bank_txn_id"": ""BNK-0058"", ""utr"": ""UTR00000058"", ""amount"": ""4196.74"", ""value_date"": ""2025-01-14"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",3b957fbc13d5c8d40e52e326981c54ad7876b3383788f2b8dc6bc19215be1f2a,v1,2026-09-05T06:28:24Z
RSR-E4EB9983A0D4,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0063,2025-01-14,"{""bank_txn_id"": ""BNK-0063"", ""utr"": ""UTR00000063"", ""amount"": ""1467.37"", ""value_date"": ""2025-01-14"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",e4eb9983a0d4278d88bc58799301767fa4534fbb1351c479e1448e0b289fb37d,v1,2026-09-05T06:28:24Z
RSR-E88A4EF3CB04,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0064,2025-01-18,"{""bank_txn_id"": ""BNK-0064"", ""utr"": ""UTR00000064"", ""amount"": ""4860.18"", ""value_date"": ""2025-01-18"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",e88a4ef3cb04e34ef98e19af1c5ad147df291b08a6c1319d078d9d60747a3417,v1,2026-09-05T06:28:24Z
RSR-65889B75BD9F,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0066,2025-01-14,"{""bank_txn_id"": ""BNK-0066"", ""utr"": ""UTR00000066"", ""amount"": ""376.83"", ""value_date"": ""2025-01-14"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",65889b75bd9fe5af616c682e3da627becaf18fcbc9e9dd881633b2372c18f1c5,v1,2026-09-05T06:28:24Z
RSR-0D0DBDA989EA,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0067,2025-01-15,"{""bank_txn_id"": ""BNK-0067"", ""utr"": ""UTR00000067"", ""amount"": ""3129.19"", ""value_date"": ""2025-01-15"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",0d0dbda989eaf996c7faecdcfb31dc3d3f8a351d1786542cbc4fade169aa9bbc,v1,2026-09-05T06:28:24Z
RSR-A823A1DAD2DA,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0068,2025-01-15,"{""bank_txn_id"": ""BNK-0068"", ""utr"": ""UTR00000068"", ""amount"": ""284.84"", ""value_date"": ""2025-01-15"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",a823a1dad2dae08cc6e48706e6463549434da2ad4824ad6c6b06cf0ce50c39d5,v1,2026-09-05T06:28:24Z
RSR-D4696F182842,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0069,2025-01-14,"{""bank_txn_id"": ""BNK-0069"", ""utr"": ""UTR00000069"", ""amount"": ""1540.5"", ""value_date"": ""2025-01-14"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",d4696f182842959d4205e8d6cf3a47d3f8dab41e029e86613021a4f6a1ed563d,v1,2026-09-05T06:28:24Z
RSR-BE98A88B82AD,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0070,2025-01-15,"{""bank_txn_id"": ""BNK-0070"", ""utr"": ""UTR00000070"", ""amount"": ""11240.02"", ""value_date"": ""2025-01-15"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",be98a88b82add8f82e633ec617dfa12c11c788c224398d35f55488ed4a367b77,v1,2026-09-05T06:28:24Z
RSR-32C4D6B5687D,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0071,2025-01-14,"{""bank_txn_id"": ""BNK-0071"", ""utr"": ""UTR00000071"", ""amount"": ""1159.98"", ""value_date"": ""2025-01-14"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",32c4d6b5687dd56e10721d99c02b3025649e131136cfb05e6143018be5b9f240,v1,2026-09-05T06:28:24Z
RSR-827B6D282353,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0072,2025-01-15,"{""bank_txn_id"": ""BNK-0072"", ""utr"": ""UTR00000072"", ""amount"": ""853.54"", ""value_date"": ""2025-01-15"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",827b6d28235394e6b62e6401eced6d1e68824e7bb08ab0b2c6c769df9f3e939c,v1,2026-09-05T06:28:24Z
RSR-6FC492EFC8D5,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0073,2025-01-14,"{""bank_txn_id"": ""BNK-0073"", ""utr"": ""UTR00000073"", ""amount"": ""5204.29"", ""value_date"": ""2025-01-14"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",6fc492efc8d551a74218c91c3ab669be96ea709f323601dfea8ed4ad19f59d34,v1,2026-09-05T06:28:24Z
RSR-F908AEB9A7B9,BAT-BANK_CSV-20260905T06282,BANK,bank_transactions,BNK-0074,2025-01-15,"{""bank_txn_id"": ""BNK-0074"", ""utr"": ""UTR00000074"", ""amount"": ""1723.82"", ""value_date"": ""2025-01-15"", ""direction"": ""IN"", ""counterparty"": ""RAZORPAY SOFTWARE PVT LTD"", ""description"": """", ""source"": """"}",f908aeb9a7b96cb012299a1b76b650e65a1ff857cfb7859e60c36ba0188c391b,v1,2026-09-05T06:28:24Z
