verification_id,action_id,case_id,status,check_type,expected_ref,observed_value,checked_at,notes
VER-0011,ACT-0022,CASE-0046,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0046,"{""recovered_amount"": 1253.0, ""bank_ref"": ""RCV-CASE-0046""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 1253.0
VER-0012,ACT-0024,CASE-0047,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0047,"{""recovered_amount"": 1237.65, ""bank_ref"": ""RCV-CASE-0047""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 1237.65
VER-0013,ACT-0026,CASE-0081,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0081,"{""recovered_amount"": 1183.71, ""bank_ref"": ""RCV-CASE-0081""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 1183.71
VER-0014,ACT-0028,CASE-0101,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0101,"{""recovered_amount"": 958.15, ""bank_ref"": ""RCV-CASE-0101""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 958.15
VER-0015,ACT-0030,CASE-0145,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0145,"{""recovered_amount"": 953.0, ""bank_ref"": ""RCV-CASE-0145""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 953.0
VER-0016,ACT-0032,CASE-0093,FINANCIAL_EFFECT_DETECTED,AMOUNT_RECOVERED,DIS-CASE-0093,"{""recovered_amount"": 526.08, ""bank_ref"": ""RCV-CASE-0093""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 526.08
VER-0017,ACT-0034,CASE-0092,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0092,"{""recovered_amount"": 822.81, ""bank_ref"": ""RCV-CASE-0092""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 822.81
VER-0018,ACT-0036,CASE-0032,FINANCIAL_EFFECT_DETECTED,AMOUNT_RECOVERED,DIS-CASE-0032,"{""recovered_amount"": 488.97, ""bank_ref"": ""RCV-CASE-0032""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 488.97
VER-0019,ACT-0038,CASE-0026,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0026,"{""recovered_amount"": 792.3, ""bank_ref"": ""RCV-CASE-0026""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 792.3
VER-0020,ACT-0040,CASE-0086,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0086,"{""recovered_amount"": 788.94, ""bank_ref"": ""RCV-CASE-0086""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 788.94
VER-0021,ACT-0042,CASE-0083,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0083,"{""recovered_amount"": 751.74, ""bank_ref"": ""RCV-CASE-0083""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 751.74
VER-0022,ACT-0044,CASE-0107,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0107,"{""recovered_amount"": 675.77, ""bank_ref"": ""RCV-CASE-0107""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 675.77
VER-0023,ACT-0046,CASE-0088,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0088,"{""recovered_amount"": 607.89, ""bank_ref"": ""RCV-CASE-0088""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 607.89
VER-0024,ACT-0048,CASE-0030,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0030,"{""recovered_amount"": 571.83, ""bank_ref"": ""RCV-CASE-0030""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 571.83
VER-0025,ACT-0050,CASE-0042,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0042,"{""recovered_amount"": 550.24, ""bank_ref"": ""RCV-CASE-0042""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 550.24
VER-0026,ACT-0052,CASE-0122,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0122,"{""recovered_amount"": 531.04, ""bank_ref"": ""RCV-CASE-0122""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 531.04
VER-0027,ACT-0054,CASE-0147,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0147,"{""recovered_amount"": 479.39, ""bank_ref"": ""RCV-CASE-0147""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 479.39
VER-0028,ACT-0056,CASE-0125,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0125,"{""recovered_amount"": 474.13, ""bank_ref"": ""RCV-CASE-0125""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 474.13
VER-0029,ACT-0058,CASE-0140,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0140,"{""recovered_amount"": 433.87, ""bank_ref"": ""RCV-CASE-0140""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 433.87
VER-0030,ACT-0060,CASE-0062,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0062,"{""recovered_amount"": 429.35, ""bank_ref"": ""RCV-CASE-0062""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 429.35
VER-0031,ACT-0062,CASE-0098,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0098,"{""recovered_amount"": 389.35, ""bank_ref"": ""RCV-CASE-0098""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 389.35
VER-0032,ACT-0064,CASE-0055,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0055,"{""recovered_amount"": 310.74, ""bank_ref"": ""RCV-CASE-0055""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 310.74
VER-0033,ACT-0066,CASE-0040,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0040,"{""recovered_amount"": 300.05, ""bank_ref"": ""RCV-CASE-0040""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 300.05
VER-0034,ACT-0068,CASE-0009,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0009,"{""recovered_amount"": 294.24, ""bank_ref"": ""RCV-CASE-0009""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 294.24
VER-0035,ACT-0070,CASE-0052,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0052,"{""recovered_amount"": 292.62, ""bank_ref"": ""RCV-CASE-0052""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 292.62
VER-0036,ACT-0072,CASE-0041,FINANCIAL_EFFECT_DETECTED,AMOUNT_RECOVERED,DIS-CASE-0041,"{""recovered_amount"": 175.16, ""bank_ref"": ""RCV-CASE-0041""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 175.16
VER-0037,ACT-0074,CASE-0075,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0075,"{""recovered_amount"": 291.94, ""bank_ref"": ""RCV-CASE-0075""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 291.94
VER-0038,ACT-0076,CASE-0087,IN_PROGRESS,AMOUNT_RECOVERED,DIS-CASE-0087,"{""recovered_amount"": 0.0, ""bank_ref"": """"}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 0.0
VER-0039,ACT-0078,CASE-0106,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0106,"{""recovered_amount"": 284.84, ""bank_ref"": ""RCV-CASE-0106""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 284.84
VER-0040,ACT-0080,CASE-0099,IN_PROGRESS,AMOUNT_RECOVERED,DIS-CASE-0099,"{""recovered_amount"": 0.0, ""bank_ref"": """"}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 0.0
VER-0041,ACT-0082,CASE-0104,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0104,"{""recovered_amount"": 219.92, ""bank_ref"": ""RCV-CASE-0104""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 219.92
VER-0042,ACT-0084,CASE-0095,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0095,"{""recovered_amount"": 181.72, ""bank_ref"": ""RCV-CASE-0095""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 181.72
VER-0043,ACT-0086,CASE-0058,FINANCIAL_EFFECT_DETECTED,AMOUNT_RECOVERED,DIS-CASE-0058,"{""recovered_amount"": 105.47, ""bank_ref"": ""RCV-CASE-0058""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 105.47
VER-0044,ACT-0090,CASE-0021,FINANCIAL_EFFECT_DETECTED,AMOUNT_RECOVERED,DIS-CASE-0021,"{""recovered_amount"": 81.83, ""bank_ref"": ""RCV-CASE-0021""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 81.83
VER-0045,ACT-0092,CASE-0024,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0024,"{""recovered_amount"": 131.65, ""bank_ref"": ""RCV-CASE-0024""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 131.65
VER-0046,ACT-0094,CASE-0044,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0044,"{""recovered_amount"": 129.59, ""bank_ref"": ""RCV-CASE-0044""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 129.59
VER-0047,ACT-0096,CASE-0039,FINANCIAL_EFFECT_DETECTED,AMOUNT_RECOVERED,DIS-CASE-0039,"{""recovered_amount"": 71.7, ""bank_ref"": ""RCV-CASE-0039""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 71.7
VER-0048,ACT-0098,CASE-0020,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0020,"{""recovered_amount"": 114.35, ""bank_ref"": ""RCV-CASE-0020""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 114.35
VER-0049,ACT-0100,CASE-0048,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0048,"{""recovered_amount"": 106.19, ""bank_ref"": ""RCV-CASE-0048""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 106.19
VER-0050,ACT-0102,CASE-0112,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0112,"{""recovered_amount"": 105.67, ""bank_ref"": ""RCV-CASE-0112""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 105.67
VER-0051,ACT-0104,CASE-0027,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0027,"{""recovered_amount"": 101.73, ""bank_ref"": ""RCV-CASE-0027""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 101.73
VER-0052,ACT-0107,CASE-0141,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0141,"{""recovered_amount"": 88.94, ""bank_ref"": ""RCV-CASE-0141""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 88.94
VER-0053,ACT-0109,CASE-0139,FINANCIAL_EFFECT_DETECTED,AMOUNT_RECOVERED,DIS-CASE-0139,"{""recovered_amount"": 43.49, ""bank_ref"": ""RCV-CASE-0139""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 43.49
VER-0054,ACT-0111,CASE-0149,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0149,"{""recovered_amount"": 71.33, ""bank_ref"": ""RCV-CASE-0149""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 71.33
VER-0055,ACT-0113,CASE-0123,FINANCIAL_EFFECT_DETECTED,AMOUNT_RECOVERED,DIS-CASE-0123,"{""recovered_amount"": 40.46, ""bank_ref"": ""RCV-CASE-0123""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 40.46
VER-0056,ACT-0115,CASE-0132,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0132,"{""recovered_amount"": 66.74, ""bank_ref"": ""RCV-CASE-0132""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 66.74
VER-0057,ACT-0117,CASE-0129,FINANCIAL_EFFECT_DETECTED,AMOUNT_RECOVERED,DIS-CASE-0129,"{""recovered_amount"": 39.89, ""bank_ref"": ""RCV-CASE-0129""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 39.89
VER-0058,ACT-0119,CASE-0128,IN_PROGRESS,AMOUNT_RECOVERED,DIS-CASE-0128,"{""recovered_amount"": 0.0, ""bank_ref"": """"}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 0.0
VER-0059,ACT-0121,CASE-0119,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0119,"{""recovered_amount"": 63.71, ""bank_ref"": ""RCV-CASE-0119""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 63.71
VER-0060,ACT-0123,CASE-0017,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0017,"{""recovered_amount"": 58.05, ""bank_ref"": ""RCV-CASE-0017""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 58.05
VER-0061,ACT-0126,CASE-0073,FINANCIAL_EFFECT_DETECTED,AMOUNT_RECOVERED,DIS-CASE-0073,"{""recovered_amount"": 27.6, ""bank_ref"": ""RCV-CASE-0073""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 27.6
VER-0062,ACT-0128,CASE-0090,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0090,"{""recovered_amount"": 42.8, ""bank_ref"": ""RCV-CASE-0090""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 42.8
VER-0063,ACT-0131,CASE-0056,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0056,"{""recovered_amount"": 41.45, ""bank_ref"": ""RCV-CASE-0056""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 41.45
VER-0064,ACT-0135,CASE-0127,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0127,"{""recovered_amount"": 38.64, ""bank_ref"": ""RCV-CASE-0127""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 38.64
VER-0065,ACT-0138,CASE-0019,FINANCIAL_EFFECT_DETECTED,AMOUNT_RECOVERED,DIS-CASE-0019,"{""recovered_amount"": 22.08, ""bank_ref"": ""RCV-CASE-0019""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 22.08
VER-0066,ACT-0140,CASE-0060,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0060,"{""recovered_amount"": 35.42, ""bank_ref"": ""RCV-CASE-0060""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 35.42
VER-0067,ACT-0142,CASE-0037,FINANCIAL_EFFECT_DETECTED,AMOUNT_RECOVERED,DIS-CASE-0037,"{""recovered_amount"": 20.2, ""bank_ref"": ""RCV-CASE-0037""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 20.2
VER-0068,ACT-0144,CASE-0102,FINANCIAL_EFFECT_DETECTED,AMOUNT_RECOVERED,DIS-CASE-0102,"{""recovered_amount"": 17.28, ""bank_ref"": ""RCV-CASE-0102""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 17.28
VER-0069,ACT-0146,CASE-0137,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0137,"{""recovered_amount"": 27.51, ""bank_ref"": ""RCV-CASE-0137""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 27.51
VER-0070,ACT-0151,CASE-0069,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0069,"{""recovered_amount"": 22.2, ""bank_ref"": ""RCV-CASE-0069""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 22.2
VER-0071,ACT-0155,CASE-0103,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0103,"{""recovered_amount"": 20.69, ""bank_ref"": ""RCV-CASE-0103""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 20.69
VER-0072,ACT-0157,CASE-0084,FINANCIAL_EFFECT_DETECTED,AMOUNT_RECOVERED,DIS-CASE-0084,"{""recovered_amount"": 12.28, ""bank_ref"": ""RCV-CASE-0084""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 12.28
VER-0073,ACT-0160,CASE-0082,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0082,"{""recovered_amount"": 19.35, ""bank_ref"": ""RCV-CASE-0082""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 19.35
VER-0074,ACT-0162,CASE-0078,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0078,"{""recovered_amount"": 18.18, ""bank_ref"": ""RCV-CASE-0078""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 18.18
VER-0075,ACT-0164,CASE-0015,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0015,"{""recovered_amount"": 17.8, ""bank_ref"": ""RCV-CASE-0015""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 17.8
VER-0076,ACT-0166,CASE-0076,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0076,"{""recovered_amount"": 16.81, ""bank_ref"": ""RCV-CASE-0076""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 16.81
VER-0077,ACT-0169,CASE-0124,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0124,"{""recovered_amount"": 14.34, ""bank_ref"": ""RCV-CASE-0124""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 14.34
VER-0078,ACT-0172,CASE-0105,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0105,"{""recovered_amount"": 13.94, ""bank_ref"": ""RCV-CASE-0105""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 13.94
VER-0079,ACT-0176,CASE-0066,FINANCIAL_EFFECT_DETECTED,AMOUNT_RECOVERED,DIS-CASE-0066,"{""recovered_amount"": 7.91, ""bank_ref"": ""RCV-CASE-0066""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 7.91
VER-0080,ACT-0180,CASE-0144,FINANCIAL_EFFECT_DETECTED,AMOUNT_RECOVERED,DIS-CASE-0144,"{""recovered_amount"": 6.77, ""bank_ref"": ""RCV-CASE-0144""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 6.77
VER-0081,ACT-0182,CASE-0034,IN_PROGRESS,AMOUNT_RECOVERED,DIS-CASE-0034,"{""recovered_amount"": 0.0, ""bank_ref"": """"}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 0.0
VER-0082,ACT-0184,CASE-0011,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0011,"{""recovered_amount"": 9.94, ""bank_ref"": ""RCV-CASE-0011""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 9.94
VER-0083,ACT-0186,CASE-0110,IN_PROGRESS,AMOUNT_RECOVERED,DIS-CASE-0110,"{""recovered_amount"": 0.0, ""bank_ref"": """"}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 0.0
VER-0084,ACT-0188,CASE-0005,FINANCIAL_EFFECT_DETECTED,AMOUNT_RECOVERED,DIS-CASE-0005,"{""recovered_amount"": 5.3, ""bank_ref"": ""RCV-CASE-0005""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 5.3
VER-0085,ACT-0190,CASE-0068,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0068,"{""recovered_amount"": 8.41, ""bank_ref"": ""RCV-CASE-0068""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 8.41
VER-0086,ACT-0194,CASE-0113,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0113,"{""recovered_amount"": 8.08, ""bank_ref"": ""RCV-CASE-0113""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 8.08
VER-0087,ACT-0200,CASE-0142,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0142,"{""recovered_amount"": 6.49, ""bank_ref"": ""RCV-CASE-0142""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 6.49
VER-0088,ACT-0202,CASE-0036,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0036,"{""recovered_amount"": 6.39, ""bank_ref"": ""RCV-CASE-0036""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 6.39
VER-0089,ACT-0205,CASE-0064,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0064,"{""recovered_amount"": 6.08, ""bank_ref"": ""RCV-CASE-0064""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 6.08
VER-0090,ACT-0210,CASE-0035,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0035,"{""recovered_amount"": 5.45, ""bank_ref"": ""RCV-CASE-0035""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 5.45
VER-0091,ACT-0214,CASE-0014,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0014,"{""recovered_amount"": 5.34, ""bank_ref"": ""RCV-CASE-0014""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 5.34
VER-0092,ACT-0220,CASE-0135,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0135,"{""recovered_amount"": 4.47, ""bank_ref"": ""RCV-CASE-0135""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 4.47
VER-0093,ACT-0225,CASE-0006,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0006,"{""recovered_amount"": 3.57, ""bank_ref"": ""RCV-CASE-0006""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 3.57
VER-0094,ACT-0232,CASE-0133,FINANCIAL_EFFECT_DETECTED,AMOUNT_RECOVERED,DIS-CASE-0133,"{""recovered_amount"": 1.46, ""bank_ref"": ""RCV-CASE-0133""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 1.46
VER-0095,ACT-0237,CASE-0049,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0049,"{""recovered_amount"": 2.1, ""bank_ref"": ""RCV-CASE-0049""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 2.1
VER-0096,ACT-0239,CASE-0028,RECOVERY_VERIFIED,AMOUNT_RECOVERED,DIS-CASE-0028,"{""recovered_amount"": 2.08, ""bank_ref"": ""RCV-CASE-0028""}",2025-04-05T00:00:00Z,dispute SUBMITTED; recovery 2.08
